Repository,Title,Call No.,Language(s),Origin,Date,CompuDate,Place,Illustrated,Illuminated,Subject,Genre,Front Cover,Navigation,Data,Record,Summary
University of Pennsylvania Rare Book & Manuscript Library,Sharḥ al-mulakhkhaṣ fī al-hayʼah,LJS 408,Arabic;Persian,"Written in Samarqand, Uzbekistan, dated A.H. 830 (end of Ramadan; 25 Jul. 1427).",A.H. 830 (1427),1427,Uzbekistan,Yes,No,Astronomy;,"Codices;Annotations;Commentaries;Diagrams;Manuscripts, Arabic;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs408/data/web/0244_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs408.html,http://openn.library.upenn.edu/Data/0001/ljs408/data/,http://hdl.library.upenn.edu/1017/d/medren/4826279,"Illustrated commentary on the Epitome (or Quintessence) of Astronomy, written in the 12th century by Maḥmūd ibn Muḥammad al-Jighmīnī. Numerous marginal annotations by the copyist include a comment that he attributes to the author (f. 59). A dedication to Ulugh Beg opens the text after the preface. A seal impression of Persian origin appears at the beginning and end of the manuscript (f. 1r, 65r).""           "
University of Pennsylvania Rare Book & Manuscript Library,Kitāb al-Kashf wa-al-bayān,LJS 409,Arabic,Written in Iran in the 15th century (Fogg).,14;Islamic magic;,"Codices;Drawings;Manuscripts, Arabic;Manuscripts, Medieval;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs409/data/web/0208_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs409.html,http://openn.library.upenn.edu/Data/0001/ljs409/data/,http://hdl.library.upenn.edu/1017/d/medren/5784086,"2 brief alchemical works whose titles translate as The book of revelation and illumination and Encoded proof, written by a father for his son. The writer identifies himself only as a student of Jaʻfar al-Ṣādiq. A code is used occasionally in the manuscript, and a key is included (f. 3r).""           "
University of Pennsylvania Rare Book & Manuscript Library,Collection of prayers and charms,LJS 40,Arabic,Written in Egypt in the 18th century.,17;Islamic magic;,"Codices;Prayers;Manuscripts, Arabic;Manuscripts, Digital;",http://openn.library.upenn.edu/Data/0001/ljs40/data/web/0095_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs40.html,http://openn.library.upenn.edu/Data/0001/ljs40/data/,http://hdl.library.upenn.edu/1017/d/medren/5816659,"Collection of prayers, including several based on the Āyat al-Kursī (Verse of the Throne) for protection from evil and others ascribed to Shaykh Aḥmad ibn Zayn al-Dīn al-Aḥsāʼī, John the Baptist as he appears in the Koran as Yaḥyá, and other religious figures. At the beginning of the manuscript is an invocation against destruction by bookworms (f. 1r); at the end of the manuscript are a love charm and charm for protection from evil.""           "
University of Pennsylvania Rare Book & Manuscript Library,Sharḥ mulakhkhaṣ fī al-hayʼah,LJS 410,Arabic,"Written in Persia, now Iran, possibly in the 15th century.",14;,"Codices;Commentaries;Diagrams;Manuscripts, Arabic;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs410/data/web/0106_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs410.html,http://openn.library.upenn.edu/Data/0001/ljs410/data/,http://hdl.library.upenn.edu/1017/d/medren/5089400,"Commentary on Maḥmūd ibn Muḥammad al-Jighmīnī's Mulakhkhaṣ fī al-hayʼah (Epitome of astronomy or Quintessence of astronomy) with extensive marginal commentary.""           "
University of Pennsylvania Rare Book & Manuscript Library,Sharḥ-i Zīj-i jadīd-i Sultānī,LJS 411,Persian,"Written in Persia, now Iran, between 1523 (when the commentary was completed) and 1528 (when the author died).",between 1523 and 1528,1523-1528,Iran,No,No,Astronomy;,"Codices;Commentaries;Diagrams;Tables (documents);Manuscripts, Persian;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs411/data/web/0297_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs411.html,http://openn.library.upenn.edu/Data/0001/ljs411/data/,http://hdl.library.upenn.edu/1017/d/medren/5113103,"Commentary on the Zīj-i jadīd-i Sultānī, which comprised tables of calendar calculations, trigonometry, planets, and stars compiled from observations made at the observatory in Samarqand, completed in 1447. Includes some tables, marginal commentary attributed to Mullah Muẓaffar (f. 239v), 7 generally contemporary diagrams tipped in, and 1 diagram and 1 small note laid in.""           "
University of Pennsylvania Rare Book & Manuscript Library,Risālah fi al-ʻamal bi-al-kurah ... etc.,LJS 412,Arabic,"Written in Cairo in A.H. Safar 950 (May-June 1453; f. 1r, 18v, upper cover).",A.H. 950 (1543),1543,Egypt,Yes,No,"Astrolabes;Astronomical instruments;Astronomy, Arab;","Codices;Diagrams;Treatises;Manuscripts, Arabic;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs412/data/web/0352_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs412.html,http://openn.library.upenn.edu/Data/0001/ljs412/data/,http://hdl.library.upenn.edu/1017/d/medren/4827043,"Three astronomical treatises: the first and third are on the astrolabe (the third illustrated with several diagrams), and the second is more generally on astronomy.""           "
University of Pennsylvania Rare Book & Manuscript Library,Astrological compendium,LJS 414,Persian,"Written at the madrasah of ʻAlī Jāh Maḥmūd Beg Nāẓir, ca. 1670 (works dated on f. 136v, 157r, 168v), probably in Iṣfahān (f. 136v) in Persia, now Iran.",ca. 1670 (A.H. 1081),H,Iran,Yes,No,Astrolabes;Astrology;Astronomy;Horoscopes;,"Codices;Anthologies;Drawings;Tables (documents);Treatises;Manuscripts, Persian;Manuscripts, Digital;",http://openn.library.upenn.edu/Data/0001/ljs414/data/web/0280_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs414.html,http://openn.library.upenn.edu/Data/0001/ljs414/data/,http://hdl.library.upenn.edu/1017/d/medren/5145509,"Collection of astronomical works, including 2 on the astrolabe (f. 1v-20v, 163r-168v), a treatise on a horoscope (f. 157v-160v) referring to Khawaja Haji Ghulām Ḥusayn and the date A.H. 1047 (1636, a date of birth?), and an illustrated work on Dhu al-Qarnayn, a Koranic figure later associated with legends of Alexander the Great (f. 137r-157r). Possibly copied by madrasah students, with some annotations.""           "
University of Pennsylvania Rare Book & Manuscript Library,Regulations for mills and bakeries,LJS 416,Middle French,"Written in Rouen, between August (f. 9v) and October (f. 16r) 1518, for Pierre Tassel (f. 9v, 13v, 16r).",1518,1518,Rouen,No,No,Bakers;Bread;Weights and measures;,"Codices;Legal documents;Manuscripts, French;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs416/data/web/0218_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs416.html,http://openn.library.upenn.edu/Data/0001/ljs416/data/,http://hdl.library.upenn.edu/1017/d/medren/5001566,"Official copies of regulations pertaining to mills and bakeries in Rouen from the 14th century up to 1518. The copies were made at the request of Pierre Tassel, overseer of the Rouen mills (fermier des moulins de la dit ville de Rouen), under the supervision of Louis (Loys) Cruchon, a member of the Rouen parliament, who signed the manuscript repeatedly (f. 9v, 13v, 16r).""           "
University of Pennsylvania Rare Book & Manuscript Library,Books III-V of al-Qānūn fī al-ṭibb,LJS 417,Arabic,"Written in A.H. 899-904 (1494-1498, colophons, f. 356r, 489r, 541r, 598v).",A.H. 899-904 (1494-1498),AH 899-904 (1494-1498),None noted,No,Yes,"Medicine;Medicine, Arab;Medicine, Medieval;","Codices;Encyclopedias;Treatises;Manuscripts, Arabic;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs417/data/web/0096_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs417.html,http://openn.library.upenn.edu/Data/0001/ljs417/data/,http://hdl.library.upenn.edu/1017/d/medren/5864572,"Books III (al-Amrāḍ al-juzʼīyah, diseases arranged by part of the body), IV (al-Amrāḍ al latī la takhaṣ bi-ʻuḍwīn bi-ʻaynih, diseases not specific to particular organs), and V (al-Adwiyah al-murakkabah, compound drugs, ointments, and electuaries) of Avicenna's medical encyclopedia. Extensive marginal notes on the first pages of the manuscript (f. 1v-3r), with frequent brief marginal notes in the rest of the manuscript. A somewhat later table of contents, arranged in a grid, has been added at the front of the volume (f. iii recto-xvii recto).""           "
University of Pennsylvania Rare Book & Manuscript Library,Passio sancti Blasii ... etc.,LJS 418,Latin,Written in Italy in the 13th century.,12;Christian saints;Gregorian chants;,"Codices;Diagrams;Drawings;Gregorian chant;Hagiographies;Manuscripts, Latin;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs418/data/web/0210_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs418.html,http://openn.library.upenn.edu/Data/0001/ljs418/data/,http://hdl.library.upenn.edu/1017/d/medren/4954442,"An account of the martyrdom of Saint Blaise, bishop of Sebaste in Armenia, followed by readings and chants for a Mass of Saint Blaise. Additional texts, probably in different hands, at the end of the manuscript are mostly for baptisms, but also include one group of prayers for vestments and two rough sketches of Guidonian hands. A 17th-century (?) inscription on the last leaf, which probably served as the cover for this gathering folded in half, reads Historia et orationes pro Sancto Blasio (f. 8v).""           "
University of Pennsylvania Rare Book & Manuscript Library,Erbario,LJS 419,Italian;Latin,Written in northern Italy in the 15th century.,14;Botany, Medical;Botany;","Codices;Herbals;Manuscripts, Italian;Manuscripts, Latin;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs419/data/web/0265_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs419.html,http://openn.library.upenn.edu/Data/0001/ljs419/data/,http://hdl.library.upenn.edu/1017/d/medren/5804762,"Illustrated herbal with three styles of illustration: one group of illustrations following medieval conventions, sometimes with fantastic elements such as human faces, on recto pages through most of the manuscript; another, rougher but more generally somewhat more naturalistic group in ink outline, on verso pages or added alongside earlier color illustrations; and a third group of naturalistic color illustrations of plants including roots, leaves, flowers and fruit on verso pages. Approximately a quarter of the illustrations are accompanied by notes on medicinal properties and preparations of the plants, written in the same ink as the ink outline illustrations, mostly in Italian (the Italian usage suggests the text was written in the Veneto), but occasionally in Latin or a mix of both languages; the notes are written around and sometimes over the illustrations.""           "
University of Pennsylvania Rare Book & Manuscript Library,Megilat Ester ... etc.,LJS 41,Hebrew,Written in Italy in the 15th century.,14;Excerpts;Poems;Manuscripts, Hebrew;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs41/data/web/0332_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs41.html,http://openn.library.upenn.edu/Data/0001/ljs41/data/,http://hdl.library.upenn.edu/1017/d/medren/5797941,"The Book of Esther written on 3 gatherings removed from a miscellany. The first leaf of the first gathering begins with the last 7 verses of the Book of Lamentations, the work that preceded the Book of Esther in the miscellany. The last leaf of the last gathering has been replaced by an added leaf on which are written 2 liturgical poems (Asher Heini, whose beginning is not on the leaf, and Shoshanat Yaʻaḳov) used at Purim along with the Book of Esther.""           "
University of Pennsylvania Rare Book & Manuscript Library,Perpetual calendar with Metonic cycle,LJS 420,Latin;Italian,"Possibly written in Italy, ca. 1480 (dates in table, f. 7v).",ca. 1480,1480,Italy,No,No,Easter;Perpetual calendars;,"Codices;Devotional calendars;Diagrams;Manuscripts, Latin;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs420/data/web/0316_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs420.html,http://openn.library.upenn.edu/Data/0001/ljs420/data/,http://hdl.library.upenn.edu/1017/d/medren/4733161,"Liturgical calendar with some astronomical notes, such as indications of when the sun enters signs of the zodiac, and a circular diagram with 19 divisions around the circumference, corresponding to the 19 Julian years of the Metonic cycle (f. 1r). The calendar is followed by a few tables concerning the golden numbers and the dates of Septuagesima and Easter (f. 7r-7v), a hand-shaped diagram and table concerning the moon and the signs of the zodiac (f. 8r), and a list of combinations of planets (f. 8v).""           "
University of Pennsylvania. Rare Book & Manuscript Library Web,Letter from Hippocrates to Caesar,LJS 421,Old French,"Written in France, probably in the third quarter of the 14th century.",between 1350 and 1375?,1350-1375,France,No,No,"Medicine;Medicine, Medieval;Traditional medicine;","Codices;Prescriptions;Manuscripts, French;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs421/data/web/0211_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs421.html,http://openn.library.upenn.edu/Data/0001/ljs421/data/,http://hdl.library.upenn.edu/1017/d/medren/4626305,"Short collection of medical advice in prose, framed as sent by Hippocrates to Caesar, comprised of recipes followed by a guide to astronomical movements.""           "
University of Pennsylvania Rare Book & Manuscript Library,Dos discursos de la cifra,LJS 423,Spanish,"Written in Spain, possibly Navarre, ca. 1600 (examples dated 1591, p. 120-121; 1600, p. 108, 114).",ca. 1600,1600,Spain,Yes,No,Ciphers;Cryptography;,"Codices;Tables (documents);Treatises;Volvelles;Manuscripts, Spanish;Manuscripts, Spanish;Manuscripts, Renaissance;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs423/data/web/0253_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs423.html,http://openn.library.upenn.edu/Data/0001/ljs423/data/,http://hdl.library.upenn.edu/1017/d/medren/4919302,"Two works on ciphers. The first is more theoretical and describes ciphers based on subjects such as arithmetic, non-Roman alphabets (Greek, Hebrew) and writing systems (Egyptian, Chinese, Japanese, the writing of Indians of New Spain), astrology, musical notation, geography, currency, orthography, armorials, emblems, and enigmas. The second is a technical description of 24 different methods of enciphering and deciphering, using numerous tables, volvelles, movable sleeves, and grilles. Most of the entries in the index at the end of the manuscript (p. 165-166), which is in the same hand as the text, refer to subjects in the first work. Written by a cryptographer in the service of Martin de Cordova, viceroy of Navarre (p. 5), and dedicated to Juan Fernandez de Velasco, Condestable de Castilla (p. 3), a Spanish official who held government posts in Italy.""           "
